doc_id,arxiv_id,pdf_filename,pdf_url,file_exists,file_size_kb,query_count,sample_query,document_type
2410.19568v2,Distractor:2410.19568v2,2410.19568v2.pdf,N/A (Distractor),True,4482.4,0,N/A (Distractor),distractor
2412.11264v2,Distractor:2412.11264v2,2412.11264v2.pdf,N/A (Distractor),True,891.4,0,N/A (Distractor),distractor
2412.03090v2,Distractor:2412.03090v2,2412.03090v2.pdf,N/A (Distractor),True,3981.9,0,N/A (Distractor),distractor
2412.14447v2,Distractor:2412.14447v2,2412.14447v2.pdf,N/A (Distractor),True,1663.9,0,N/A (Distractor),distractor
2408.05703v2,Distractor:2408.05703v2,2408.05703v2.pdf,N/A (Distractor),True,470.4,0,N/A (Distractor),distractor
2501.00194v2,Distractor:2501.00194v2,2501.00194v2.pdf,N/A (Distractor),True,3950.9,0,N/A (Distractor),distractor
2411.09778v2,Distractor:2411.09778v2,2411.09778v2.pdf,N/A (Distractor),True,392.9,0,N/A (Distractor),distractor
2403.17625v2,Distractor:2403.17625v2,2403.17625v2.pdf,N/A (Distractor),True,355.6,0,N/A (Distractor),distractor
2405.13341v2,Distractor:2405.13341v2,2405.13341v2.pdf,N/A (Distractor),True,1899.9,0,N/A (Distractor),distractor
2412.04834v4,Distractor:2412.04834v4,2412.04834v4.pdf,N/A (Distractor),True,1412.7,0,N/A (Distractor),distractor
2408.16102v3,Distractor:2408.16102v3,2408.16102v3.pdf,N/A (Distractor),True,910.5,0,N/A (Distractor),distractor
2412.02135v2,Distractor:2412.02135v2,2412.02135v2.pdf,N/A (Distractor),True,652.5,0,N/A (Distractor),distractor
2405.12285v3,Distractor:2405.12285v3,2405.12285v3.pdf,N/A (Distractor),True,1647.4,0,N/A (Distractor),distractor
2411.03600v4,Distractor:2411.03600v4,2411.03600v4.pdf,N/A (Distractor),True,2518.4,0,N/A (Distractor),distractor
2411.03948v3,Distractor:2411.03948v3,2411.03948v3.pdf,N/A (Distractor),True,285.4,0,N/A (Distractor),distractor
2411.16043v2,Distractor:2411.16043v2,2411.16043v2.pdf,N/A (Distractor),True,873.3,0,N/A (Distractor),distractor
2411.02376v2,Distractor:2411.02376v2,2411.02376v2.pdf,N/A (Distractor),True,11172.8,0,N/A (Distractor),distractor
2410.09346v2,Distractor:2410.09346v2,2410.09346v2.pdf,N/A (Distractor),True,2463.0,0,N/A (Distractor),distractor
2404.01183v3,Distractor:2404.01183v3,2404.01183v3.pdf,N/A (Distractor),True,292.1,0,N/A (Distractor),distractor
2407.13641v2,Distractor:2407.13641v2,2407.13641v2.pdf,N/A (Distractor),True,2305.0,0,N/A (Distractor),distractor
2410.03648v3,Distractor:2410.03648v3,2410.03648v3.pdf,N/A (Distractor),True,15738.4,0,N/A (Distractor),distractor
2410.05381v2,Distractor:2410.05381v2,2410.05381v2.pdf,N/A (Distractor),True,1479.6,0,N/A (Distractor),distractor
2406.17684v2,Distractor:2406.17684v2,2406.17684v2.pdf,N/A (Distractor),True,814.6,0,N/A (Distractor),distractor
2410.08362v3,Distractor:2410.08362v3,2410.08362v3.pdf,N/A (Distractor),True,27564.0,0,N/A (Distractor),distractor
2410.11721v2,Distractor:2410.11721v2,2410.11721v2.pdf,N/A (Distractor),True,4026.6,0,N/A (Distractor),distractor
2407.09638v2,Distractor:2407.09638v2,2407.09638v2.pdf,N/A (Distractor),True,641.0,0,N/A (Distractor),distractor
2408.00004v2,Distractor:2408.00004v2,2408.00004v2.pdf,N/A (Distractor),True,455.7,0,N/A (Distractor),distractor
2412.09543v2,Distractor:2412.09543v2,2412.09543v2.pdf,N/A (Distractor),True,408.8,0,N/A (Distractor),distractor
2406.04259v3,Distractor:2406.04259v3,2406.04259v3.pdf,N/A (Distractor),True,593.5,0,N/A (Distractor),distractor
2412.04798v2,Distractor:2412.04798v2,2412.04798v2.pdf,N/A (Distractor),True,9754.2,0,N/A (Distractor),distractor
2406.05408v2,Distractor:2406.05408v2,2406.05408v2.pdf,N/A (Distractor),True,6278.5,0,N/A (Distractor),distractor
2408.02289v1,Distractor:2408.02289v1,2408.02289v1.pdf,N/A (Distractor),True,428.2,0,N/A (Distractor),distractor
2407.15329v2,Distractor:2407.15329v2,2407.15329v2.pdf,N/A (Distractor),True,7069.9,0,N/A (Distractor),distractor
2405.16643v3,Distractor:2405.16643v3,2405.16643v3.pdf,N/A (Distractor),True,410.5,0,N/A (Distractor),distractor
2405.16356v2,Distractor:2405.16356v2,2405.16356v2.pdf,N/A (Distractor),True,724.2,0,N/A (Distractor),distractor
2410.16785v2,Distractor:2410.16785v2,2410.16785v2.pdf,N/A (Distractor),True,1422.2,0,N/A (Distractor),distractor
2404.05230v2,Distractor:2404.05230v2,2404.05230v2.pdf,N/A (Distractor),True,1229.7,0,N/A (Distractor),distractor
2411.08350v2,Distractor:2411.08350v2,2411.08350v2.pdf,N/A (Distractor),True,505.1,0,N/A (Distractor),distractor
2409.15978v3,Distractor:2409.15978v3,2409.15978v3.pdf,N/A (Distractor),True,788.6,0,N/A (Distractor),distractor
2411.01691v2,Distractor:2411.01691v2,2411.01691v2.pdf,N/A (Distractor),True,745.1,0,N/A (Distractor),distractor
2402.14189v2,Distractor:2402.14189v2,2402.14189v2.pdf,N/A (Distractor),True,4751.7,0,N/A (Distractor),distractor
2408.13115v2,Distractor:2408.13115v2,2408.13115v2.pdf,N/A (Distractor),True,546.8,0,N/A (Distractor),distractor
2411.16147v2,Distractor:2411.16147v2,2411.16147v2.pdf,N/A (Distractor),True,1096.7,0,N/A (Distractor),distractor
2411.13721v2,Distractor:2411.13721v2,2411.13721v2.pdf,N/A (Distractor),True,1273.4,0,N/A (Distractor),distractor
2412.03131v3,Distractor:2412.03131v3,2412.03131v3.pdf,N/A (Distractor),True,784.2,0,N/A (Distractor),distractor
2407.15764v2,Distractor:2407.15764v2,2407.15764v2.pdf,N/A (Distractor),True,2708.1,0,N/A (Distractor),distractor
2408.12332v4,Distractor:2408.12332v4,2408.12332v4.pdf,N/A (Distractor),True,1000.5,0,N/A (Distractor),distractor
2407.21054v5,Distractor:2407.21054v5,2407.21054v5.pdf,N/A (Distractor),True,2003.8,0,N/A (Distractor),distractor
2412.01940v3,Distractor:2412.01940v3,2412.01940v3.pdf,N/A (Distractor),True,6028.0,0,N/A (Distractor),distractor
2410.05341v3,Distractor:2410.05341v3,2410.05341v3.pdf,N/A (Distractor),True,17631.2,0,N/A (Distractor),distractor
2411.15317v4,Distractor:2411.15317v4,2411.15317v4.pdf,N/A (Distractor),True,744.6,0,N/A (Distractor),distractor
2410.13617v2,Distractor:2410.13617v2,2410.13617v2.pdf,N/A (Distractor),True,400.3,0,N/A (Distractor),distractor
2410.18471v3,Distractor:2410.18471v3,2410.18471v3.pdf,N/A (Distractor),True,5519.1,0,N/A (Distractor),distractor
2406.14062v2,Distractor:2406.14062v2,2406.14062v2.pdf,N/A (Distractor),True,2917.9,0,N/A (Distractor),distractor
2408.08580v2,Distractor:2408.08580v2,2408.08580v2.pdf,N/A (Distractor),True,4225.5,0,N/A (Distractor),distractor
2411.04111v4,Distractor:2411.04111v4,2411.04111v4.pdf,N/A (Distractor),True,3332.2,0,N/A (Distractor),distractor
2409.14167v2,Distractor:2409.14167v2,2409.14167v2.pdf,N/A (Distractor),True,896.4,0,N/A (Distractor),distractor
2406.05299v2,Distractor:2406.05299v2,2406.05299v2.pdf,N/A (Distractor),True,391.9,0,N/A (Distractor),distractor
2412.07688v1,Distractor:2412.07688v1,2412.07688v1.pdf,N/A (Distractor),True,1775.9,0,N/A (Distractor),distractor
2405.08675v3,Distractor:2405.08675v3,2405.08675v3.pdf,N/A (Distractor),True,1055.8,0,N/A (Distractor),distractor
2407.11824v2,Distractor:2407.11824v2,2407.11824v2.pdf,N/A (Distractor),True,2928.1,0,N/A (Distractor),distractor
2409.15087v2,Distractor:2409.15087v2,2409.15087v2.pdf,N/A (Distractor),True,1098.1,0,N/A (Distractor),distractor
2410.18577v2,Distractor:2410.18577v2,2410.18577v2.pdf,N/A (Distractor),True,16675.0,0,N/A (Distractor),distractor
2401.14700v7,Distractor:2401.14700v7,2401.14700v7.pdf,N/A (Distractor),True,1214.1,0,N/A (Distractor),distractor
2412.02799v4,Distractor:2412.02799v4,2412.02799v4.pdf,N/A (Distractor),True,1183.8,0,N/A (Distractor),distractor
2402.15585v5,Distractor:2402.15585v5,2402.15585v5.pdf,N/A (Distractor),True,1610.9,0,N/A (Distractor),distractor
2412.06688v3,Distractor:2412.06688v3,2412.06688v3.pdf,N/A (Distractor),True,1174.3,0,N/A (Distractor),distractor
2407.03504v2,Distractor:2407.03504v2,2407.03504v2.pdf,N/A (Distractor),True,2144.1,0,N/A (Distractor),distractor
2405.11329v2,Distractor:2405.11329v2,2405.11329v2.pdf,N/A (Distractor),True,797.5,0,N/A (Distractor),distractor
2405.03264v2,Distractor:2405.03264v2,2405.03264v2.pdf,N/A (Distractor),True,799.4,0,N/A (Distractor),distractor
2407.02478v3,Distractor:2407.02478v3,2407.02478v3.pdf,N/A (Distractor),True,597.4,0,N/A (Distractor),distractor
2412.16918v2,Distractor:2412.16918v2,2412.16918v2.pdf,N/A (Distractor),True,31070.9,0,N/A (Distractor),distractor
2412.19073v2,Distractor:2412.19073v2,2412.19073v2.pdf,N/A (Distractor),True,3204.3,0,N/A (Distractor),distractor
2409.11908v2,Distractor:2409.11908v2,2409.11908v2.pdf,N/A (Distractor),True,1405.9,0,N/A (Distractor),distractor
2412.18875v2,Distractor:2412.18875v2,2412.18875v2.pdf,N/A (Distractor),True,561.9,0,N/A (Distractor),distractor
2402.13767v2,Distractor:2402.13767v2,2402.13767v2.pdf,N/A (Distractor),True,1278.6,0,N/A (Distractor),distractor
2406.13839v4,Distractor:2406.13839v4,2406.13839v4.pdf,N/A (Distractor),True,10829.7,0,N/A (Distractor),distractor
2402.07476v3,Distractor:2402.07476v3,2402.07476v3.pdf,N/A (Distractor),True,1046.7,0,N/A (Distractor),distractor
2410.03751v4,Distractor:2410.03751v4,2410.03751v4.pdf,N/A (Distractor),True,801.6,0,N/A (Distractor),distractor
2409.08906v3,Distractor:2409.08906v3,2409.08906v3.pdf,N/A (Distractor),True,4229.9,0,N/A (Distractor),distractor
2403.05187v3,Distractor:2403.05187v3,2403.05187v3.pdf,N/A (Distractor),True,1661.1,0,N/A (Distractor),distractor
2412.12761v2,Distractor:2412.12761v2,2412.12761v2.pdf,N/A (Distractor),True,1474.2,0,N/A (Distractor),distractor
2411.03418v6,Distractor:2411.03418v6,2411.03418v6.pdf,N/A (Distractor),True,1207.0,0,N/A (Distractor),distractor
2405.15141v4,Distractor:2405.15141v4,2405.15141v4.pdf,N/A (Distractor),True,462.7,0,N/A (Distractor),distractor
2410.08435v3,Distractor:2410.08435v3,2410.08435v3.pdf,N/A (Distractor),True,1098.3,0,N/A (Distractor),distractor
2411.10927v3,Distractor:2411.10927v3,2411.10927v3.pdf,N/A (Distractor),True,2442.4,0,N/A (Distractor),distractor
2404.17227v2,Distractor:2404.17227v2,2404.17227v2.pdf,N/A (Distractor),True,2642.8,0,N/A (Distractor),distractor
2402.00960v2,Distractor:2402.00960v2,2402.00960v2.pdf,N/A (Distractor),True,1050.7,0,N/A (Distractor),distractor
2403.15429v3,Distractor:2403.15429v3,2403.15429v3.pdf,N/A (Distractor),True,711.6,0,N/A (Distractor),distractor
2410.20861v2,Distractor:2410.20861v2,2410.20861v2.pdf,N/A (Distractor),True,4306.6,0,N/A (Distractor),distractor
2403.14862v2,Distractor:2403.14862v2,2403.14862v2.pdf,N/A (Distractor),True,5060.2,0,N/A (Distractor),distractor
2412.12233v1,Distractor:2412.12233v1,2412.12233v1.pdf,N/A (Distractor),True,102.9,0,N/A (Distractor),distractor
2412.10906v1,Distractor:2412.10906v1,2412.10906v1.pdf,N/A (Distractor),True,2212.1,0,N/A (Distractor),distractor
2409.15691v2,Distractor:2409.15691v2,2409.15691v2.pdf,N/A (Distractor),True,980.5,0,N/A (Distractor),distractor
2411.15830v2,Distractor:2411.15830v2,2411.15830v2.pdf,N/A (Distractor),True,610.1,0,N/A (Distractor),distractor
2411.05371v3,Distractor:2411.05371v3,2411.05371v3.pdf,N/A (Distractor),True,2696.2,0,N/A (Distractor),distractor
2402.01942v5,Distractor:2402.01942v5,2402.01942v5.pdf,N/A (Distractor),True,462.3,0,N/A (Distractor),distractor
2410.13265v2,Distractor:2410.13265v2,2410.13265v2.pdf,N/A (Distractor),True,6470.4,0,N/A (Distractor),distractor
2412.18580v1,Distractor:2412.18580v1,2412.18580v1.pdf,N/A (Distractor),True,2102.1,0,N/A (Distractor),distractor
2411.07186v2,Distractor:2411.07186v2,2411.07186v2.pdf,N/A (Distractor),True,4527.4,0,N/A (Distractor),distractor
2408.09294v5,Distractor:2408.09294v5,2408.09294v5.pdf,N/A (Distractor),True,731.5,0,N/A (Distractor),distractor
2408.16989v1,Distractor:2408.16989v1,2408.16989v1.pdf,N/A (Distractor),True,1248.7,0,N/A (Distractor),distractor
2412.17349v1,Distractor:2412.17349v1,2412.17349v1.pdf,N/A (Distractor),True,1131.4,0,N/A (Distractor),distractor
2404.02756v2,Distractor:2404.02756v2,2404.02756v2.pdf,N/A (Distractor),True,2339.1,0,N/A (Distractor),distractor
2408.10444v2,Distractor:2408.10444v2,2408.10444v2.pdf,N/A (Distractor),True,6137.7,0,N/A (Distractor),distractor
2410.04110v4,Distractor:2410.04110v4,2410.04110v4.pdf,N/A (Distractor),True,1143.0,0,N/A (Distractor),distractor
2412.03246v2,Distractor:2412.03246v2,2412.03246v2.pdf,N/A (Distractor),True,429.2,0,N/A (Distractor),distractor
2409.15076v1,Distractor:2409.15076v1,2409.15076v1.pdf,N/A (Distractor),True,1176.5,0,N/A (Distractor),distractor
2409.15835v1,Distractor:2409.15835v1,2409.15835v1.pdf,N/A (Distractor),True,2392.8,0,N/A (Distractor),distractor
2406.08936v2,Distractor:2406.08936v2,2406.08936v2.pdf,N/A (Distractor),True,564.0,0,N/A (Distractor),distractor
2401.07337v4,Distractor:2401.07337v4,2401.07337v4.pdf,N/A (Distractor),True,659.0,0,N/A (Distractor),distractor
2401.13284v3,Distractor:2401.13284v3,2401.13284v3.pdf,N/A (Distractor),True,419.6,0,N/A (Distractor),distractor
2411.04321v2,Distractor:2411.04321v2,2411.04321v2.pdf,N/A (Distractor),True,1301.3,0,N/A (Distractor),distractor
2409.06490v6,Distractor:2409.06490v6,2409.06490v6.pdf,N/A (Distractor),True,23567.7,0,N/A (Distractor),distractor
2407.13613v3,Distractor:2407.13613v3,2407.13613v3.pdf,N/A (Distractor),True,1109.3,0,N/A (Distractor),distractor
2410.08031v2,Distractor:2410.08031v2,2410.08031v2.pdf,N/A (Distractor),True,383.1,0,N/A (Distractor),distractor
2408.07602v3,Distractor:2408.07602v3,2408.07602v3.pdf,N/A (Distractor),True,535.8,0,N/A (Distractor),distractor
2402.10251v7,Distractor:2402.10251v7,2402.10251v7.pdf,N/A (Distractor),True,22482.9,0,N/A (Distractor),distractor
2408.07016v2,Distractor:2408.07016v2,2408.07016v2.pdf,N/A (Distractor),True,1682.6,0,N/A (Distractor),distractor
2408.11505v3,Distractor:2408.11505v3,2408.11505v3.pdf,N/A (Distractor),True,10326.4,0,N/A (Distractor),distractor
2406.10940v3,Distractor:2406.10940v3,2406.10940v3.pdf,N/A (Distractor),True,507.9,0,N/A (Distractor),distractor
2407.17294v2,Distractor:2407.17294v2,2407.17294v2.pdf,N/A (Distractor),True,3582.4,0,N/A (Distractor),distractor
2409.11753v3,Distractor:2409.11753v3,2409.11753v3.pdf,N/A (Distractor),True,470.0,0,N/A (Distractor),distractor
2403.14538v2,Distractor:2403.14538v2,2403.14538v2.pdf,N/A (Distractor),True,430.0,0,N/A (Distractor),distractor
2406.15665v6,Distractor:2406.15665v6,2406.15665v6.pdf,N/A (Distractor),True,415.6,0,N/A (Distractor),distractor
2412.01370v2,Distractor:2412.01370v2,2412.01370v2.pdf,N/A (Distractor),True,14210.7,0,N/A (Distractor),distractor
2404.00992v3,Distractor:2404.00992v3,2404.00992v3.pdf,N/A (Distractor),True,14643.2,0,N/A (Distractor),distractor
2401.06560v2,Distractor:2401.06560v2,2401.06560v2.pdf,N/A (Distractor),True,243.2,0,N/A (Distractor),distractor
2408.01209v4,Distractor:2408.01209v4,2408.01209v4.pdf,N/A (Distractor),True,2091.2,0,N/A (Distractor),distractor
2407.05105v2,Distractor:2407.05105v2,2407.05105v2.pdf,N/A (Distractor),True,707.1,0,N/A (Distractor),distractor
2409.17676v2,Distractor:2409.17676v2,2409.17676v2.pdf,N/A (Distractor),True,1132.2,0,N/A (Distractor),distractor
2402.14161v1,Distractor:2402.14161v1,2402.14161v1.pdf,N/A (Distractor),True,696.2,0,N/A (Distractor),distractor
2405.17960v4,Distractor:2405.17960v4,2405.17960v4.pdf,N/A (Distractor),True,2426.6,0,N/A (Distractor),distractor
2410.13812v2,Distractor:2410.13812v2,2410.13812v2.pdf,N/A (Distractor),True,433.6,0,N/A (Distractor),distractor
2403.06534v3,Distractor:2403.06534v3,2403.06534v3.pdf,N/A (Distractor),True,2751.7,0,N/A (Distractor),distractor
2402.10156v2,Distractor:2402.10156v2,2402.10156v2.pdf,N/A (Distractor),True,1432.5,0,N/A (Distractor),distractor
2411.18985v2,Distractor:2411.18985v2,2411.18985v2.pdf,N/A (Distractor),True,953.4,0,N/A (Distractor),distractor
2411.03166v3,Distractor:2411.03166v3,2411.03166v3.pdf,N/A (Distractor),True,1559.7,0,N/A (Distractor),distractor
2407.15755v2,Distractor:2407.15755v2,2407.15755v2.pdf,N/A (Distractor),True,1012.8,0,N/A (Distractor),distractor
2409.11399v2,Distractor:2409.11399v2,2409.11399v2.pdf,N/A (Distractor),True,424.8,0,N/A (Distractor),distractor
2410.16611v3,Distractor:2410.16611v3,2410.16611v3.pdf,N/A (Distractor),True,1016.6,0,N/A (Distractor),distractor
2403.17187v1,Distractor:2403.17187v1,2403.17187v1.pdf,N/A (Distractor),True,516.8,0,N/A (Distractor),distractor
2405.03603v2,Distractor:2405.03603v2,2405.03603v2.pdf,N/A (Distractor),True,563.6,0,N/A (Distractor),distractor
2412.17211v2,Distractor:2412.17211v2,2412.17211v2.pdf,N/A (Distractor),True,5292.4,0,N/A (Distractor),distractor
2408.08245v3,Distractor:2408.08245v3,2408.08245v3.pdf,N/A (Distractor),True,592.6,0,N/A (Distractor),distractor
2501.00161v3,Distractor:2501.00161v3,2501.00161v3.pdf,N/A (Distractor),True,804.8,0,N/A (Distractor),distractor
2407.05899v2,Distractor:2407.05899v2,2407.05899v2.pdf,N/A (Distractor),True,1654.9,0,N/A (Distractor),distractor
2411.10546v2,Distractor:2411.10546v2,2411.10546v2.pdf,N/A (Distractor),True,20018.6,0,N/A (Distractor),distractor
2406.09888v2,Distractor:2406.09888v2,2406.09888v2.pdf,N/A (Distractor),True,988.8,0,N/A (Distractor),distractor
2408.12983v3,Distractor:2408.12983v3,2408.12983v3.pdf,N/A (Distractor),True,530.1,0,N/A (Distractor),distractor
2411.05824v2,Distractor:2411.05824v2,2411.05824v2.pdf,N/A (Distractor),True,1573.1,0,N/A (Distractor),distractor
2408.04569v4,Distractor:2408.04569v4,2408.04569v4.pdf,N/A (Distractor),True,435.7,0,N/A (Distractor),distractor
2402.12226v5,Distractor:2402.12226v5,2402.12226v5.pdf,N/A (Distractor),True,3514.8,0,N/A (Distractor),distractor
2501.03252v2,Distractor:2501.03252v2,2501.03252v2.pdf,N/A (Distractor),True,867.6,0,N/A (Distractor),distractor
2406.12970v2,Distractor:2406.12970v2,2406.12970v2.pdf,N/A (Distractor),True,2593.6,0,N/A (Distractor),distractor
2409.12132v3,Distractor:2409.12132v3,2409.12132v3.pdf,N/A (Distractor),True,572.2,0,N/A (Distractor),distractor
2408.12576v5,Distractor:2408.12576v5,2408.12576v5.pdf,N/A (Distractor),True,456.0,0,N/A (Distractor),distractor
2409.14937v4,Distractor:2409.14937v4,2409.14937v4.pdf,N/A (Distractor),True,2518.5,0,N/A (Distractor),distractor
2407.12608v2,Distractor:2407.12608v2,2407.12608v2.pdf,N/A (Distractor),True,1330.4,0,N/A (Distractor),distractor
2404.19158v2,Distractor:2404.19158v2,2404.19158v2.pdf,N/A (Distractor),True,15539.3,0,N/A (Distractor),distractor
2412.13453v2,Distractor:2412.13453v2,2412.13453v2.pdf,N/A (Distractor),True,2377.7,0,N/A (Distractor),distractor
2409.08928v6,Distractor:2409.08928v6,2409.08928v6.pdf,N/A (Distractor),True,3201.4,0,N/A (Distractor),distractor
2410.02458v3,Distractor:2410.02458v3,2410.02458v3.pdf,N/A (Distractor),True,7007.9,0,N/A (Distractor),distractor
2412.00855v2,Distractor:2412.00855v2,2412.00855v2.pdf,N/A (Distractor),True,11819.2,0,N/A (Distractor),distractor
2410.13747v3,Distractor:2410.13747v3,2410.13747v3.pdf,N/A (Distractor),True,746.7,0,N/A (Distractor),distractor
2406.18439v3,Distractor:2406.18439v3,2406.18439v3.pdf,N/A (Distractor),True,3690.9,0,N/A (Distractor),distractor
2408.16487v3,Distractor:2408.16487v3,2408.16487v3.pdf,N/A (Distractor),True,8013.9,0,N/A (Distractor),distractor
2501.01963v2,Distractor:2501.01963v2,2501.01963v2.pdf,N/A (Distractor),True,695.2,0,N/A (Distractor),distractor
2402.07277v4,Distractor:2402.07277v4,2402.07277v4.pdf,N/A (Distractor),True,2768.0,0,N/A (Distractor),distractor
2501.03235v1,Distractor:2501.03235v1,2501.03235v1.pdf,N/A (Distractor),True,316.3,0,N/A (Distractor),distractor
2401.09512v7,Distractor:2401.09512v7,2401.09512v7.pdf,N/A (Distractor),True,439.3,0,N/A (Distractor),distractor
2409.04233v1,Distractor:2409.04233v1,2409.04233v1.pdf,N/A (Distractor),True,440.1,0,N/A (Distractor),distractor
2412.12025v1,Distractor:2412.12025v1,2412.12025v1.pdf,N/A (Distractor),True,2125.5,0,N/A (Distractor),distractor
2406.06322v2,Distractor:2406.06322v2,2406.06322v2.pdf,N/A (Distractor),True,653.2,0,N/A (Distractor),distractor
2403.15425v5,Distractor:2403.15425v5,2403.15425v5.pdf,N/A (Distractor),True,1980.0,0,N/A (Distractor),distractor
2407.06659v3,Distractor:2407.06659v3,2407.06659v3.pdf,N/A (Distractor),True,12718.2,0,N/A (Distractor),distractor
2409.20135v6,Distractor:2409.20135v6,2409.20135v6.pdf,N/A (Distractor),True,18826.9,0,N/A (Distractor),distractor
2412.01392v2,Distractor:2412.01392v2,2412.01392v2.pdf,N/A (Distractor),True,420.4,0,N/A (Distractor),distractor
2412.13591v1,Distractor:2412.13591v1,2412.13591v1.pdf,N/A (Distractor),True,525.8,0,N/A (Distractor),distractor
2408.11157v3,Distractor:2408.11157v3,2408.11157v3.pdf,N/A (Distractor),True,404.9,0,N/A (Distractor),distractor
2411.14105v2,Distractor:2411.14105v2,2411.14105v2.pdf,N/A (Distractor),True,780.3,0,N/A (Distractor),distractor
2402.12339v2,Distractor:2402.12339v2,2402.12339v2.pdf,N/A (Distractor),True,492.3,0,N/A (Distractor),distractor
2412.17681v2,Distractor:2412.17681v2,2412.17681v2.pdf,N/A (Distractor),True,538.3,0,N/A (Distractor),distractor
2410.20872v2,Distractor:2410.20872v2,2410.20872v2.pdf,N/A (Distractor),True,3353.6,0,N/A (Distractor),distractor
2411.00603v5,Distractor:2411.00603v5,2411.00603v5.pdf,N/A (Distractor),True,3308.7,0,N/A (Distractor),distractor
2412.16425v2,Distractor:2412.16425v2,2412.16425v2.pdf,N/A (Distractor),True,30495.3,0,N/A (Distractor),distractor
2403.18115v2,Distractor:2403.18115v2,2403.18115v2.pdf,N/A (Distractor),True,953.7,0,N/A (Distractor),distractor
2412.12199v1,Distractor:2412.12199v1,2412.12199v1.pdf,N/A (Distractor),True,625.3,0,N/A (Distractor),distractor
2412.13101v4,Distractor:2412.13101v4,2412.13101v4.pdf,N/A (Distractor),True,1041.9,0,N/A (Distractor),distractor
2404.03792v1,Distractor:2404.03792v1,2404.03792v1.pdf,N/A (Distractor),True,577.0,0,N/A (Distractor),distractor
2403.08678v5,Distractor:2403.08678v5,2403.08678v5.pdf,N/A (Distractor),True,422.0,0,N/A (Distractor),distractor
2401.14287v3,Distractor:2401.14287v3,2401.14287v3.pdf,N/A (Distractor),True,843.7,0,N/A (Distractor),distractor
2412.14428v2,Distractor:2412.14428v2,2412.14428v2.pdf,N/A (Distractor),True,6949.2,0,N/A (Distractor),distractor
2406.18662v2,Distractor:2406.18662v2,2406.18662v2.pdf,N/A (Distractor),True,2299.6,0,N/A (Distractor),distractor
2410.08128v3,Distractor:2410.08128v3,2410.08128v3.pdf,N/A (Distractor),True,11773.3,0,N/A (Distractor),distractor
2408.09473v3,Distractor:2408.09473v3,2408.09473v3.pdf,N/A (Distractor),True,946.8,0,N/A (Distractor),distractor
2412.07598v2,Distractor:2412.07598v2,2412.07598v2.pdf,N/A (Distractor),True,1235.4,0,N/A (Distractor),distractor
2410.14933v3,Distractor:2410.14933v3,2410.14933v3.pdf,N/A (Distractor),True,553.8,0,N/A (Distractor),distractor
2410.13658v2,Distractor:2410.13658v2,2410.13658v2.pdf,N/A (Distractor),True,761.5,0,N/A (Distractor),distractor
2408.01782v2,Distractor:2408.01782v2,2408.01782v2.pdf,N/A (Distractor),True,1513.7,0,N/A (Distractor),distractor
2401.15204v7,Distractor:2401.15204v7,2401.15204v7.pdf,N/A (Distractor),True,3931.7,0,N/A (Distractor),distractor
2409.00946v3,Distractor:2409.00946v3,2409.00946v3.pdf,N/A (Distractor),True,208.6,0,N/A (Distractor),distractor
2411.12043v2,Distractor:2411.12043v2,2411.12043v2.pdf,N/A (Distractor),True,2922.6,0,N/A (Distractor),distractor
2412.00294v2,Distractor:2412.00294v2,2412.00294v2.pdf,N/A (Distractor),True,4551.7,0,N/A (Distractor),distractor
2410.05855v2,Distractor:2410.05855v2,2410.05855v2.pdf,N/A (Distractor),True,1127.1,0,N/A (Distractor),distractor
2411.02886v3,Distractor:2411.02886v3,2411.02886v3.pdf,N/A (Distractor),True,1438.9,0,N/A (Distractor),distractor
2401.07215v3,Distractor:2401.07215v3,2401.07215v3.pdf,N/A (Distractor),True,2304.5,0,N/A (Distractor),distractor
2408.13266v2,Distractor:2408.13266v2,2408.13266v2.pdf,N/A (Distractor),True,1389.7,0,N/A (Distractor),distractor
2404.00424v3,Distractor:2404.00424v3,2404.00424v3.pdf,N/A (Distractor),True,1042.0,0,N/A (Distractor),distractor
2411.05470v3,Distractor:2411.05470v3,2411.05470v3.pdf,N/A (Distractor),True,522.9,0,N/A (Distractor),distractor
2405.08738v4,Distractor:2405.08738v4,2405.08738v4.pdf,N/A (Distractor),True,1417.2,0,N/A (Distractor),distractor
2410.09069v2,Distractor:2410.09069v2,2410.09069v2.pdf,N/A (Distractor),True,1293.3,0,N/A (Distractor),distractor
2408.02754v2,Distractor:2408.02754v2,2408.02754v2.pdf,N/A (Distractor),True,566.3,0,N/A (Distractor),distractor
2412.01518v2,Distractor:2412.01518v2,2412.01518v2.pdf,N/A (Distractor),True,1732.8,0,N/A (Distractor),distractor
2408.06427v3,Distractor:2408.06427v3,2408.06427v3.pdf,N/A (Distractor),True,2567.6,0,N/A (Distractor),distractor
2402.08513v2,Distractor:2402.08513v2,2402.08513v2.pdf,N/A (Distractor),True,510.1,0,N/A (Distractor),distractor
2409.16322v2,Distractor:2409.16322v2,2409.16322v2.pdf,N/A (Distractor),True,2944.6,0,N/A (Distractor),distractor
2404.15079v2,Distractor:2404.15079v2,2404.15079v2.pdf,N/A (Distractor),True,1124.2,0,N/A (Distractor),distractor
2406.14665v3,Distractor:2406.14665v3,2406.14665v3.pdf,N/A (Distractor),True,742.0,0,N/A (Distractor),distractor
